,建筑面积,单价,总楼层,有无电梯,挂牌时间,物业费用,建筑年代,绿  化  率,容  积  率,人车分流,总楼栋数,总  户  数,产权年限,卧室,客厅,卫生间,区域_北塘区,区域_南长区,区域_崇安区,区域_惠山区,区域_新区,区域_新吴区,区域_梁溪区,区域_江阴市,区域_滨湖区,区域_经开区,区域_锡山区,楼层层次_中层,楼层层次_低层,楼层层次_底层,楼层层次_顶层,楼层层次_高层,装修_暂无,装修_毛坯,装修_简装修,装修_精装修,装修_豪华装修,朝向_东,朝向_东北,朝向_东南,朝向_北,朝向_南,朝向_南北,朝向_西,朝向_西北,朝向_西南,产权性质_个人产权,产权性质_商品房,产权性质_经济适用房,建筑类型_塔楼,建筑类型_板塔结合,建筑类型_板楼
2251,119,19328,34.0,1,19538.0,2.7,2014,35,2.31,0,45,2688.0,70,3.0,2.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2252,86,20646,34.0,0,19544.0,2.7,2016,36,2.5,0,88,8072.0,70,2.0,2.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2253,88,19432,34.0,0,19309.0,2.5,2016,45,2.7,0,9,1754.0,70,2.0,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2254,94,16414,11.0,0,19517.0,0.7,2009,30,1.26,0,30,3281.0,70,2.0,2.0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2255,81,21605,8.0,0,19314.0,0.5,2000,30,1.2,0,13,811.0,70,2.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2256,40,11709,6.0,0,19309.0,0.05,1995,30,2.0,0,146,5940.0,70,1.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2257,81,37615,7.0,0,19399.0,1.7,1989,15,1.0,0,5,43.0,70,3.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2258,42,13810,6.0,0,19454.0,0.2,1992,30,1.2,0,120,4776.0,70,2.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2259,93,16658,24.0,0,19318.0,1.2,2011,41,1.8,0,84,2655.0,70,2.0,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2260,199,23085,7.0,0,19526.0,2.8,2016,35,1.7,0,110,6700.0,70,4.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2261,95,21053,5.0,0,19320.0,2.5,2008,30,2.5,0,26,1817.0,70,2.0,2.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2262,96,21228,15.0,0,19533.0,1.2,2010,70,1.19,0,41,2359.0,70,2.0,2.0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2263,63,13492,6.0,0,19333.0,0.05,1995,30,2.0,0,146,5940.0,70,2.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2264,133,11872,30.0,0,19309.0,4.2,2000,30,2.0,0,57,4053.0,70,3.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2265,179,9730,6.0,0,19319.0,0.3,2004,30,2.0,0,69,2383.0,70,4.0,2.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2266,89,16854,46.0,0,19314.0,2.0,2015,30,4.32,0,8,1265.0,70,2.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2267,61,18152,7.0,0,19420.0,1.2,1988,30,2.0,0,27,1143.0,70,2.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2268,44,30626,7.0,0,19567.0,0.2,1994,30,2.0,0,26,805.0,70,1.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2269,158,28481,5.0,0,19557.0,2.3,2019,30,0.82,0,12,302.0,70,4.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2270,39,13548,6.0,0,19394.0,0.3,1995,30,2.0,0,121,4093.0,70,2.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2271,93,13444,25.0,0,19421.0,0.4,2000,30,2.0,0,65,2808.0,70,2.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2272,89,15599,18.0,0,19316.0,1.3,2009,43,1.5,0,73,3406.0,70,2.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2273,50,10462,7.0,0,19314.0,0.05,1995,30,2.0,0,146,5940.0,70,2.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2274,188,17021,6.0,0,19560.0,2.3,2016,38,1.99,0,26,1801.0,70,4.0,2.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2275,120,16250,29.0,0,19571.0,2.1,2016,30,2.2,0,47,5146.0,70,4.0,2.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2276,70,10714,25.0,0,19471.0,3.5,2015,35,2.31,0,2,643.0,40,2.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2277,70,11577,6.0,0,19472.0,0.4,2008,30,1.5,0,52,2383.0,70,2.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2278,68,17570,6.0,0,19309.0,0.5,2000,30,2.0,0,47,1413.0,70,2.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2279,97,16139,25.0,0,19314.0,0.3,2000,30,2.0,0,174,8733.0,70,2.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2280,176,22605,5.0,0,19523.0,2.5,2019,36,2.3,0,44,2580.0,70,5.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2281,87,24653,30.0,0,19520.0,2.3,2016,30,3.1,0,30,4108.0,70,3.0,2.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2282,126,18126,31.0,0,19523.0,1.95,2010,45,1.9,0,7,1016.0,70,3.0,2.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2283,135,20593,28.0,1,19570.0,3.25,2023,35,2.5,0,9,774.0,70,3.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2284,123,16260,6.0,0,19314.0,1.3,2009,43,1.5,0,73,3406.0,70,3.0,2.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2285,86,18140,32.0,0,19448.0,2.8,2003,40,0.62,0,37,4611.0,70,2.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2286,41,8537,19.0,0,19523.0,2.2,2010,41,2.85,0,2,1344.0,50,2.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2287,43,11913,6.0,0,19395.0,0.2,2000,20,3.0,0,63,2060.0,70,1.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2288,40,10750,24.0,1,19574.0,5.53,2019,30,3.19,0,3,1089.0,40,1.0,2.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2289,143,19580,30.0,0,19310.0,2.5,2008,30,2.5,0,26,1817.0,70,3.0,2.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2290,181,29261,34.0,0,19309.0,2.2,2016,30,2.5,0,32,2339.0,70,4.0,2.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2291,109,17890,30.0,0,19314.0,2.1,2016,30,2.2,0,47,5146.0,70,4.0,2.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2292,49,19192,6.0,0,19309.0,0.2,2000,15,1.5,0,65,2505.0,70,1.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2293,141,17801,30.0,0,19315.0,1.2,2011,41,1.8,0,84,2655.0,70,3.0,2.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2294,89,12815,33.0,0,19515.0,1.1,2012,55,1.8,0,53,7970.0,70,2.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2295,92,20102,21.0,0,19317.0,0.35,2005,42,3.0,0,37,2203.0,70,3.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2296,116,21724,24.0,0,19555.0,1.2,2011,41,1.5,0,15,1576.0,70,3.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2297,298,18414,6.0,0,19569.0,3.3,2020,30,2.2,0,79,2710.0,70,4.0,3.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2298,79,18232,5.0,0,19553.0,0.2,2003,49,1.2,0,14,717.0,70,3.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2299,184,21711,29.0,1,19529.0,3.25,2018,45,2.2,0,16,924.0,70,4.0,2.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2300,79,23227,24.0,1,19572.0,2.9,2020,30,3.29,0,10,1890.0,70,2.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2301,133,11053,6.0,0,19400.0,0.2,2004,30,3.0,0,102,4434.0,70,3.0,2.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2302,144,21056,11.0,1,19504.0,0.7,2000,25,0.8,0,20,499.0,70,3.0,2.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2303,88,26136,30.0,0,19517.0,2.3,2016,30,3.1,0,30,4108.0,70,2.0,2.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2304,91,14505,30.0,0,19573.0,2.5,2016,30,2.6,0,22,4741.0,70,2.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2305,75,33653,30.0,0,19451.0,6.2,2016,40,2.2,0,39,4981.0,70,2.0,2.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2306,122,35220,11.0,0,19402.0,1.2,2007,35,1.8,0,42,1572.0,70,3.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2307,75,17544,7.0,0,19528.0,1.7,1996,30,2.5,0,7,305.0,70,2.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2308,101,18317,29.0,1,19536.0,3.2,2023,35,2.5,0,16,1318.0,70,3.0,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2309,125,17108,18.0,1,19543.0,3.35,2019,35,2.0,0,65,2137.0,70,4.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2310,49,18182,24.0,0,19571.0,2.3,2007,23,4.83,0,1,625.0,70,1.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2311,259,23475,6.0,0,19536.0,1.8,2010,40,2.1,0,15,996.0,70,4.0,2.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2312,143,27552,11.0,0,19571.0,3.65,2018,30,1.8,0,21,264.0,70,4.0,2.0,2.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2313,128,20835,9.0,0,19533.0,1.75,2010,46,1.4,0,47,1823.0,70,3.0,2.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2314,103,16990,18.0,0,19397.0,0.5,2003,51,1.8,0,45,2189.0,70,2.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2315,103,35608,17.0,1,19516.0,2.46,2012,51,2.05,0,25,2442.0,70,3.0,2.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2316,257,17510,6.0,0,19564.0,3.27,2000,30,1.4,0,17,258.0,70,3.0,2.0,2.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2317,44,18696,6.0,0,19564.0,0.2,2000,15,1.5,0,65,2505.0,70,1.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2318,66,19667,7.0,0,19310.0,0.85,1986,30,3.24,0,236,7431.0,70,2.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2319,73,15562,6.0,0,19309.0,1.05,2000,30,2.0,0,63,4326.0,70,2.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2320,52,20092,5.0,0,19315.0,0.85,1986,30,3.24,0,236,7431.0,70,2.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2321,119,13200,6.0,0,19309.0,0.5,2000,37,1.0,0,153,1694.0,70,3.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2322,76,10864,7.0,0,19314.0,0.1,1994,30,2.0,0,61,2744.0,70,2.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2323,61,12720,7.0,0,19318.0,0.2,1992,30,1.2,0,120,4776.0,70,2.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2324,34,11176,21.0,1,19518.0,5.5,2022,25,2.5,0,5,1680.0,50,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2325,101,15807,6.0,0,19316.0,1.7,1995,10,1.5,0,41,1316.0,70,3.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2326,93,13358,7.0,0,19427.0,0.2,2000,68,2.0,0,89,3747.0,70,2.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2327,88,21185,18.0,1,19563.0,4.4,2021,30,1.6,0,92,2548.0,70,3.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2328,117,19951,47.0,0,19536.0,3.2,2019,30,3.54,0,13,3678.0,70,3.0,2.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2329,79,13198,33.0,1,19526.0,1.7,2016,25,3.0,0,13,1353.0,70,2.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2330,143,24615,33.0,0,19309.0,1.8,2017,40,2.79,0,17,1560.0,70,4.0,2.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2331,143,28322,18.0,1,19555.0,3.6,2021,30,1.9,0,17,528.0,70,4.0,2.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2332,103,13380,6.0,0,19310.0,1.275,2000,28,3.0,0,54,2126.0,70,3.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2333,175,18857,45.0,0,19462.0,5.6,2005,40,1.3,0,1,600.0,70,3.0,2.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2334,95,11579,6.0,0,19506.0,0.3,2004,30,2.0,0,69,2383.0,70,2.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2335,187,25134,11.0,0,19537.0,2.85,2014,40,1.5,0,70,1219.0,70,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2336,117,17906,22.0,1,19529.0,3.25,2020,30,2.5,0,31,2626.0,70,3.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2337,83,28070,11.0,0,19518.0,2.05,2008,40,1.7,0,96,4306.0,70,3.0,2.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2338,102,17157,23.0,0,19557.0,2.8,2003,40,0.62,0,37,4611.0,70,3.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2339,139,25180,6.0,0,19536.0,3.4,2019,40,1.2,0,30,516.0,70,4.0,2.0,2.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2340,141,48002,6.0,1,19571.0,3.1,2018,40,2.5,0,25,1739.0,70,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2341,83,25156,34.0,0,19536.0,2.3,2016,30,3.1,0,30,4108.0,70,3.0,2.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2342,63,12063,7.0,0,19515.0,0.05,1995,30,2.0,0,146,5940.0,70,2.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2343,91,15934,23.0,0,19557.0,2.5,2015,42,1.4,0,116,4632.0,70,2.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2344,56,11944,11.0,0,19462.0,0.5,1990,20,2.0,0,73,6294.0,70,1.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2345,60,12856,6.0,0,19501.0,0.8,2000,30,2.0,0,105,3498.0,70,2.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2346,109,17771,48.0,0,19309.0,2.0,2015,30,4.32,0,8,1265.0,70,2.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2347,124,15323,26.0,0,19310.0,1.7,2017,30,4.05,0,37,3267.0,70,3.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2348,106,22159,27.0,1,19574.0,3.25,2022,35,2.2,0,12,1008.0,70,3.0,2.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2349,90,18232,18.0,0,19553.0,2.5,2015,42,1.4,0,116,4632.0,70,3.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2350,234,27224,13.0,0,19518.0,2.5,2013,50,1.7,0,17,1017.0,70,7.0,3.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2351,130,23077,34.0,0,19557.0,2.0,2020,30,2.0,0,28,1607.0,70,4.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2352,158,26899,33.0,0,19516.0,2.5,2015,48,2.5,0,23,3758.0,70,4.0,2.0,2.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2353,115,24249,34.0,0,19309.0,2.5,2014,36,2.5,0,31,1960.0,70,3.0,2.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2354,69,13752,35.0,1,19450.0,2.0,2011,50,1.85,0,19,2222.0,70,1.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2355,101,18317,29.0,1,19536.0,3.2,2023,35,2.5,0,16,1318.0,70,3.0,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2356,90,21950,30.0,1,19574.0,2.4,2016,25,2.4,0,65,6911.0,70,3.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2357,114,15007,18.0,0,19314.0,1.2,2011,46,1.31,0,39,2134.0,70,3.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
